"title","cbo","average_salary","workers","soc_title","oes","oes_top","exposed_to_disease_or_infections","physical_proximity","contact_with_others","score","group","group_color"
"Auxiliar de biblioteca","371105","1878.18","14907","Library Assistants, Clerical","434121","43","34","73","89","65.33333333333333","Negócios, Finanças e Gestão","#343deb"
"Auxiliar de cartório","411025","2006.54","30903","Tellers","433071","43","34","76","99","69.66666666666667","Negócios, Finanças e Gestão","#343deb"
"Auxiliar de contabilidade","413110","2158.50","190864","Bookkeeping, Accounting, and Auditing Clerks","433031","43","4","44","87","45","Negócios, Finanças e Gestão","#343deb"
"Auxiliar de corte (preparação da confecção de roupas)","763105","1218.10","19697","Textile Cutting Machine Setters, Operators, and Tenders","516062","51","0","54","59","37.666666666666664","Indústria","#314b6b"
"Auxiliar de desenvolvimento infantil","331110","1608.53","148772","Childcare Workers","399011","39","35","68","73","58.666666666666664","Serviços","#d051f0"
"Auxiliar de enfermagem","322230","2496.46","251973","Nursing Assistants","311014","31","83","91","89","87.66666666666667","Saúde","#e03a3a"
"Auxiliar de enfermagem da estratégia de saúde da família","322250","2588.74","2051","Nursing Assistants","311014","31","83","91","89","87.66666666666667","Saúde","#e03a3a"
"Auxiliar de enfermagem do trabalho","322235","2259.06","3081","Occupational Therapy Assistants","312011","31","88","82","97","89","Saúde","#e03a3a"
"Auxiliar de escritório","411005","1834.15","1924601","Office Clerks, General","439061","43","28","64","93","61.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Auxiliar de estatística","411035","5512.31","6504","Statistical Assistants","439111","43","7","45","72","41.333333333333336","Negócios, Finanças e Gestão","#343deb"
"Auxiliar de farmácia de manipulação","515210","1934.60","26654","Pharmacy Aides","319095","31","78","82","96","85.33333333333333","Saúde","#e03a3a"
"Auxiliar de faturamento","413115","2102.39","64858","Billing and Posting Clerks","433021","43","0","46","91","45.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Auxiliar de judiciário","411020","9958.41","42410","Paralegals and Legal Assistants","232011","23","1","39","89","43","Jurídico e Serviço Social","#4acc3b"
"Auxiliar de laboratório de análises clínicas","515215","1674.30","39658","Medical Equipment Preparers","319093","31","92","77","89","86","Saúde","#e03a3a"
"Auxiliar de laboratório de análises físico-químicas","818110","2051.61","13485","Chemical Technicians","194031","19","8","58","77","47.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Auxiliar de laboratório de imunobiológicos","515220","1740.15","1779","Medical Equipment Preparers","319093","31","92","77","89","86","Saúde","#e03a3a"
"Auxiliar de lavanderia","516345","1321.92","39897","Laundry and Dry-Cleaning Workers","516011","51","55","53","56","54.666666666666664","Indústria","#314b6b"
"Auxiliar de logistica","414140","1558.91","46128","Stock Clerks and Order Fillers","435081","43","2","58","77","45.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Auxiliar de manutenção predial","514310","1573.07","104606","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","372011","37","47","48","70","55","Serviços","#d051f0"
"Auxiliar de maquinista de trem","782625","3112.74","1132","Railroad Brake, Signal, and Switch Operators","534021","53","15","41","84","46.666666666666664","Transportes","#f7b78f"
"Auxiliar de pessoal","411030","1740.31","83653","Payroll and Timekeeping Clerks","433051","43","7","37","82","42","Negócios, Finanças e Gestão","#343deb"
"Auxiliar de processamento de fumo","842120","1388.53","975","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","513091","51","6","35","74","38.333333333333336","Indústria","#314b6b"
"Auxiliar de produção farmacêutica","515225","1633.37","18341","Pharmacy Aides","319095","31","78","82","96","85.33333333333333","Saúde","#e03a3a"
"Auxiliar de prótese dentária","322420","1533.08","9449","Dental Laboratory Technicians","519081","51","72","53","66","63.666666666666664","Indústria","#314b6b"
"Auxiliar de radiologia (revelação fotográfica)","766420","3146.50","2412","Photographic Process Workers and Processing Machine Operators","519151","51","41","58","82","60.333333333333336","Indústria","#314b6b"
"Auxiliar de saúde (navegação marítima)","322240","2861.59","751","Nursing Assistants","311014","31","83","91","89","87.66666666666667","Saúde","#e03a3a"
"Auxiliar de seguros","411040","1685.74","4206","Insurance Claims and Policy Processing Clerks","439041","43","0","46","84","43.333333333333336","Negócios, Finanças e Gestão","#343deb"
"Auxiliar de serviços de importação e exportação","411045","2035.58","13155","Reservation and Transportation Ticket Agents and Travel Clerks","434181","43","12","81","100","64.33333333333333","Negócios, Finanças e Gestão","#343deb"
"Auxiliar de serviços jurídicos","351430","10118.92","66030","Paralegals and Legal Assistants","232011","23","1","39","89","43","Jurídico e Serviço Social","#4acc3b"
"Auxiliar de veterinário","519305","1751.99","5487","Veterinary Assistants and Laboratory Animal Caretakers","319096","31","87","88","99","91.33333333333333","Saúde","#e03a3a"
"Auxiliar em saúde bucal","322415","1574.39","67108","Dental Assistants","319091","31","96","99","97","97.33333333333333","Saúde","#e03a3a"
"Auxiliar em saúde bucal da estratégia de saúde da família","322430","1427.60","1960","Dental Assistants","319091","31","96","99","97","97.33333333333333","Saúde","#e03a3a"
"Auxiliar geral de conservação de vias permanentes (exceto trilhos)","992225","1381.97","134995","Highway Maintenance Workers","474051","47","26","68","81","58.333333333333336","Construção e Extração","#8a8a8a"
"Auxiliar nos serviços de alimentação","513505","1325.96","355548","Dining Room and Cafeteria Attendants and Bartender Helpers","359011","35","15","82","93","63.333333333333336","Alimentação","#e03a71"
"Auxiliar técnico de sinalização nautica","341250","2562.23","16","Sailors and Marine Oilers","535011","53","19","69","85","57.666666666666664","Transportes","#f7b78f"
"Auxiliar técnico em laboratório de farmácia","325105","1649.64","8364","Pharmacy Technicians","292052","29","72","83","95","83.33333333333333","Saúde","#e03a3a"
"Avaliador de bens móveis","354415","4992.38","2831","Sales Representatives, Services, All Other","413099","41","9","52","83","48","Comércio","#abf051"
"Avaliador de imóveis","354410","3095.15","1115","Appraisers and Assessors of Real Estate","132021","13","0","34","78","37.333333333333336","Negócios, Finanças e Gestão","#343deb"
"Avaliador de produtos do meio de comunicação","352410","2321.51","434","Producers and Directors","272012","27","0","40","89","43","Artes, Entretenimento e Mídia","#9e8b75"
"Avaliador físico","224105","1789.71","10167","Fitness Trainers and Aerobics Instructors","399031","39","22","83","84","63","Serviços","#d051f0"
"Avicultor","613305","1382.61","2250","Farmers, Ranchers, and Other Agricultural Managers","119013","11","4","51","77","44","Negócios, Finanças e Gestão","#343deb"
"Babá","516205","1654.25","15811","Childcare Workers","399011","39","35","68","73","58.666666666666664","Serviços","#d051f0"
"Bailarino (exceto danças populares)","262810","4543.41","660","Dancers","272031","27","21","98","94","71","Artes, Entretenimento e Mídia","#9e8b75"
"Balanceador","992110","1896.10","1802","Tire Repairers and Changers","493093","49","16","65","88","56.333333333333336","Serviços","#d051f0"
"Balanceiro","414115","1961.19","20972","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","435111","43","1","58","86","48.333333333333336","Negócios, Finanças e Gestão","#343deb"
"Bamburista","811705","2340.27","1337","Mixing and Blending Machine Setters, Operators, and Tenders","519023","51","4","40","87","43.666666666666664","Indústria","#314b6b"
"Banhista de animais domésticos","519315","1324.19","7678","Nonfarm Animal Caretakers","392021","39","64","66","94","74.66666666666667","Serviços","#d051f0"
"Barbeiro","516105","1423.61","774","Barbers","395011","39","59","95","95","83","Serviços","#d051f0"
"Barista","513440","1439.71","2969","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","353022","35","3","73","92","56","Alimentação","#e03a71"
"Barman","513420","1624.60","23741","Bartenders","353011","35","4","79","93","58.666666666666664","Alimentação","#e03a71"
"Bate-folha a  máquina","751105","1901.79","125","Jewelers and Precious Stone and Metal Workers","519071","51","0","42","61","34.333333333333336","Indústria","#314b6b"
"Bibliotecário","261205","6336.38","11807","Librarians","254021","25","29","52","82","54.333333333333336","Educação","#deb147"
"Bilheteiro (estações de metrô, ferroviárias e assemelhadas)","511220","1345.80","3349","Cashiers","412011","41","28","75","96","66.33333333333333","Comércio","#abf051"
"Bilheteiro de transportes coletivos","421110","1496.58","4822","Cashiers","412011","41","28","75","96","66.33333333333333","Comércio","#abf051"
"Bilheteiro no serviço de diversões","421115","1237.59","3745","Ushers, Lobby Attendants, and Ticket Takers","393031","39","16","82","97","65","Serviços","#d051f0"
"Bioengenheiro","201105","7014.22","460","Engineers, All Other","172199","17","0","38","67","35","Ciências, Engenharia e Computação","#8debe0"
"Biólogo","221105","5762.17","13936","Biological Scientists","191020","19","8","51","84","47.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Biomédico","221205","3700.02","13184","Biomedical Engineers","172031","17","32","49","76","52.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Biotecnologista","201110","12394.21","1976","Cardiovascular Technologists and Technicians","292031","29","74","97","99","90","Saúde","#e03a3a"
"Bloqueiro (trabalhador portuário)","783230","3074.25","796","Laborers and Freight, Stock, and Material Movers, Hand","537062","53","3","70","75","49.333333333333336","Transportes","#f7b78f"
"Bobinador eletricista, à mão","731165","1881.84","1371","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Bobinador eletricista, à máquina","731170","2454.64","4051","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Boiadeiro","782815","1560.52","748","Farmworkers, Farm, Ranch, and Aquacultural Animals","452093","45","38","64","78","60","Agropecuária e pesca","#10540a"
"Bombeiro civil","517110","2749.31","22795","Firefighters","332011","33","44","74","89","69","Serviços","#d051f0"
"Bombeiro de aeródromo","517105","2971.84","1506","Firefighters","332011","33","44","74","89","69","Serviços","#d051f0"
"Boneleiro","765015","1521.92","62","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","516091","51","3","55","86","48","Indústria","#314b6b"
"Bordador, a  mão","768205","1357.78","1854","Tailors, Dressmakers, and Custom Sewers","516052","51","12","63","82","52.333333333333336","Indústria","#314b6b"
"Bordador, à máquina","763310","1421.09","8585","Sewing Machine Operators","516031","51","0","62","64","42","Indústria","#314b6b"
"Borracheiro","992115","1827.25","29963","Tire Repairers and Changers","493093","49","16","65","88","56.333333333333336","Serviços","#d051f0"
"Brasador","724305","2392.09","1283","Welders, Cutters, Solderers, and Brazers","514121","51","0","46","65","37","Indústria","#314b6b"
"Cabeleireiro","516110","1371.03","21675","Hairdressers, Hairstylists, and Cosmetologists","395012","39","32","92","96","73.33333333333333","Serviços","#d051f0"
"Cableador","722405","2380.24","205","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","514021","51","12","51","61","41.333333333333336","Indústria","#314b6b"
"Cacique","113005","1628.48","27","Social and Human Service Assistants","211093","21","58","79","99","78.66666666666667","Jurídico e Serviço Social","#4acc3b"
